[run] device=cpu  seed=42  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p0003__dir0.1__seed42
[run] model=kan  params=3,280
  round   1/50: acc=0.4335  f1m=0.3357  uplink_kB=150.2  t=2.23s
  round   2/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round   3/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.65s
  round   4/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round   5/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round   6/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round   7/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.69s
  round   8/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round   9/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.65s
  round  10/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  11/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  12/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round  13/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.58s
  round  14/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.69s
  round  15/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.81s
  round  16/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.98s
  round  17/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.75s
  round  18/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.71s
  round  19/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  20/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.71s
  round  21/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.75s
  round  22/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round  23/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  24/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.69s
  round  25/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.63s
  round  26/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.73s
  round  27/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.73s
  round  28/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round  29/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round  30/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.65s
  round  31/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  32/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round  33/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.73s
  round  34/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round  35/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.61s
  round  36/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.66s
  round  37/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.68s
  round  38/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.65s
  round  39/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.64s
  round  40/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.70s
  round  41/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  42/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.68s
  round  43/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  44/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.67s
  round  45/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.68s
  round  46/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.70s
  round  47/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.61s
  round  48/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.63s
  round  49/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.60s
  round  50/50: acc=0.5000  f1m=0.3333  uplink_kB=150.2  t=1.60s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p0003__dir0.1__seed42/metrics.json  final_acc=0.5000
