[run] device=cpu  seed=17  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp80_lr0p001__dir0.1__seed17
[run] model=mlp  params=3,362
  round   1/50: acc=0.9319  f1m=0.9319  uplink_kB=131.3  t=1.28s
  round   2/50: acc=0.9356  f1m=0.9356  uplink_kB=131.3  t=0.65s
  round   3/50: acc=0.9474  f1m=0.9474  uplink_kB=131.3  t=0.67s
  round   4/50: acc=0.9542  f1m=0.9542  uplink_kB=131.3  t=0.66s
  round   5/50: acc=0.9681  f1m=0.9680  uplink_kB=131.3  t=0.60s
  round   6/50: acc=0.9690  f1m=0.9689  uplink_kB=131.3  t=0.64s
  round   7/50: acc=0.9690  f1m=0.9690  uplink_kB=131.3  t=0.63s
  round   8/50: acc=0.9710  f1m=0.9709  uplink_kB=131.3  t=0.66s
  round   9/50: acc=0.9713  f1m=0.9712  uplink_kB=131.3  t=0.66s
  round  10/50: acc=0.9714  f1m=0.9714  uplink_kB=131.3  t=0.65s
  round  11/50: acc=0.9714  f1m=0.9714  uplink_kB=131.3  t=0.67s
  round  12/50: acc=0.9727  f1m=0.9726  uplink_kB=131.3  t=0.61s
  round  13/50: acc=0.9726  f1m=0.9726  uplink_kB=131.3  t=0.66s
  round  14/50: acc=0.9726  f1m=0.9726  uplink_kB=131.3  t=0.65s
  round  15/50: acc=0.9734  f1m=0.9734  uplink_kB=131.3  t=0.68s
  round  16/50: acc=0.9734  f1m=0.9734  uplink_kB=131.3  t=0.65s
  round  17/50: acc=0.9735  f1m=0.9734  uplink_kB=131.3  t=0.66s
  round  18/50: acc=0.9735  f1m=0.9735  uplink_kB=131.3  t=0.60s
  round  19/50: acc=0.9735  f1m=0.9735  uplink_kB=131.3  t=0.69s
  round  20/50: acc=0.9736  f1m=0.9736  uplink_kB=131.3  t=0.65s
  round  21/50: acc=0.9737  f1m=0.9736  uplink_kB=131.3  t=0.65s
  round  22/50: acc=0.9737  f1m=0.9737  uplink_kB=131.3  t=0.69s
  round  23/50: acc=0.9737  f1m=0.9737  uplink_kB=131.3  t=0.66s
  round  24/50: acc=0.9739  f1m=0.9739  uplink_kB=131.3  t=0.67s
  round  25/50: acc=0.9739  f1m=0.9739  uplink_kB=131.3  t=0.57s
  round  26/50: acc=0.9740  f1m=0.9739  uplink_kB=131.3  t=0.67s
  round  27/50: acc=0.9740  f1m=0.9740  uplink_kB=131.3  t=0.66s
  round  28/50: acc=0.9740  f1m=0.9740  uplink_kB=131.3  t=0.66s
  round  29/50: acc=0.9741  f1m=0.9741  uplink_kB=131.3  t=0.68s
  round  30/50: acc=0.9740  f1m=0.9740  uplink_kB=131.3  t=0.67s
  round  31/50: acc=0.9739  f1m=0.9739  uplink_kB=131.3  t=0.65s
  round  32/50: acc=0.9741  f1m=0.9740  uplink_kB=131.3  t=0.62s
  round  33/50: acc=0.9740  f1m=0.9740  uplink_kB=131.3  t=0.63s
  round  34/50: acc=0.9741  f1m=0.9741  uplink_kB=131.3  t=0.65s
  round  35/50: acc=0.9748  f1m=0.9748  uplink_kB=131.3  t=0.67s
  round  36/50: acc=0.9740  f1m=0.9740  uplink_kB=131.3  t=0.68s
  round  37/50: acc=0.9737  f1m=0.9737  uplink_kB=131.3  t=0.68s
  round  38/50: acc=0.9749  f1m=0.9749  uplink_kB=131.3  t=0.68s
  round  39/50: acc=0.9748  f1m=0.9748  uplink_kB=131.3  t=0.59s
  round  40/50: acc=0.9747  f1m=0.9747  uplink_kB=131.3  t=0.65s
  round  41/50: acc=0.9747  f1m=0.9747  uplink_kB=131.3  t=0.68s
  round  42/50: acc=0.9743  f1m=0.9743  uplink_kB=131.3  t=0.67s
  round  43/50: acc=0.9747  f1m=0.9747  uplink_kB=131.3  t=0.68s
  round  44/50: acc=0.9747  f1m=0.9747  uplink_kB=131.3  t=0.67s
  round  45/50: acc=0.9747  f1m=0.9747  uplink_kB=131.3  t=0.64s
  round  46/50: acc=0.9747  f1m=0.9746  uplink_kB=131.3  t=0.59s
  round  47/50: acc=0.9746  f1m=0.9746  uplink_kB=131.3  t=0.64s
  round  48/50: acc=0.9746  f1m=0.9745  uplink_kB=131.3  t=0.63s
  round  49/50: acc=0.9746  f1m=0.9746  uplink_kB=131.3  t=0.66s
  round  50/50: acc=0.9746  f1m=0.9746  uplink_kB=131.3  t=0.69s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp80_lr0p001__dir0.1__seed17/metrics.json  final_acc=0.9746
