round,wallclock_s,comm_uplink_bytes,comm_downlink_bytes,accuracy,f1_macro,f1_weighted
1,4.352949257998262,153760,153760,0.5138859444562222,0.3616957306444359,0.3623745076479381
2,2.6816183570044814,153760,153760,0.5072561527935706,0.34740456838688066,0.3481079651562715
3,2.7578643609958817,153760,153760,0.509125599861237,0.35146688817145133,0.3521632660169325
4,2.746660343000258,153760,153760,0.5293040646019234,0.39376655918244,0.394390825022189
5,2.633857478002028,153760,153760,0.6781467419584867,0.6403990110023599,0.6406527432965745
6,2.8139551670028595,153760,153760,0.7005608341202999,0.6706780156321008,0.6708940590415164
7,2.7763758139990387,153760,153760,0.711083701119741,0.6845286845131835,0.6847280147162219
8,2.635942922999675,153760,153760,0.7960375431225548,0.7872173970100276,0.7873117435180469
9,2.8082061759996577,153760,153760,0.8046524177539653,0.7971525720800483,0.7972375157065044
10,2.6798774440030684,153760,153760,0.806888045175092,0.7997821431085379,0.7998642880633736
11,2.773880573004135,153760,153760,0.8097596700522289,0.8030020888399138,0.8030815484316922
12,2.8324865530012175,153760,153760,0.8110316649642493,0.80441723719372,0.8044955677678207
13,2.6283121359956567,153760,153760,0.8122458419257232,0.8057718812741039,0.8058491068154987
14,2.7426589999959106,153760,153760,0.8118603889220807,0.8053447662760149,0.8054223250413162
15,2.6467488939961186,153760,153760,0.8126120222791836,0.8061831005866196,0.8062599755232608
16,2.7597087969988934,153760,153760,0.8139996530922967,0.8077184782202242,0.8077941630955222
17,2.7397371170009137,153760,153760,0.8130552932333726,0.8066738259407407,0.8067503196082983
18,2.5977493829996092,153760,153760,0.8140574710428431,0.8077824009949948,0.8078580365059715
19,2.7290262329988764,153760,153760,0.8140960163432074,0.8078250139060412,0.8079006165173076
20,2.7601507180006593,153760,153760,0.8138647445410219,0.8075693091659093,0.8076451092934944
21,2.6087575549972826,153760,153760,0.814500741997032,0.8082723398512077,0.8083475974904805
22,2.7636521959939273,153760,153760,0.8142309248944822,0.8079713823300022,0.8080468870599112
23,2.6520282350029447,153760,153760,0.8144236513963035,0.8081843940803819,0.8082597345459406
24,2.7765737869995064,153760,153760,0.8144043787461214,0.8081630949464871,0.8082384518296326
25,2.82049714900495,153760,153760,0.8143272881453929,0.8080696118052173,0.8081450859675015
26,2.6005988990000333,153760,153760,0.8144814693468498,0.8082455337054913,0.8083208421085557
27,2.748684863996459,153760,153760,0.8145971052479426,0.8083678098785714,0.808443054173252
28,2.7406133549957303,153760,153760,0.8144621966966678,0.8082104469022648,0.8082858576331324
29,2.6161734580018674,153760,153760,0.8139418351417503,0.8076268033052411,0.8077027099744811
30,2.7775953759992262,153760,153760,0.8144429240464857,0.8081808620211244,0.8082563407420702
31,2.6435796430014307,153760,153760,0.8138454718908397,0.8075118714172096,0.8075879123068739
32,2.7461627000011504,153760,153760,0.814654923198489,0.8084151790167213,0.8084904770829899
33,2.742789755000558,153760,153760,0.8137105633395648,0.8073402972705479,0.8074165919251104
34,2.6788849670047057,153760,153760,0.8139611077919324,0.8076203100060171,0.8076963726546167
35,2.7877418319985736,153760,153760,0.813884017191204,0.8075238673824661,0.8076000651060016
36,2.6300204130020575,153760,153760,0.8135371094879257,0.8071231094127628,0.807199708652722
37,2.7769132550020004,153760,153760,0.814038198392661,0.8076777418264288,0.8077539109226544
38,2.806545838000602,153760,153760,0.8138454718908397,0.8074532739989796,0.8075296774643679
39,2.670317107003939,153760,153760,0.8142309248944822,0.8078770601580421,0.8079531503143814
40,2.775319202999526,153760,153760,0.8137876539402933,0.8073696609342165,0.8074462350245646
41,2.780760289999307,153760,153760,0.813440746237015,0.8069742196106376,0.8070511615405925
42,2.6241262559997267,153760,153760,0.814038198392661,0.8076246395359655,0.8077011364908744
43,2.758590711004217,153760,153760,0.814038198392661,0.8076190356961171,0.8076955671779392
44,2.6327465979993576,153760,153760,0.8142694701948465,0.8078077978179758,0.8078845446099232
45,2.79150587899494,153760,153760,0.8131709291344653,0.8065673700411583,0.8066452048359372
46,2.76486240200029,153760,153760,0.8141345616435716,0.8076386193616035,0.8077156032606977
47,2.64984529800131,153760,153760,0.8145392872973962,0.808081386404331,0.8081580561669823
48,2.8091384090002975,153760,153760,0.8130938385337367,0.8064675615592072,0.8065455502372743
49,2.7906040660018334,153760,153760,0.8071000443270954,0.7996308137521848,0.7997150644065035
50,2.6726588860037737,153760,153760,0.806888045175092,0.7993842197437853,0.7994687172299575
