[run] device=cpu  seed=29  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed29
[run] model=mlp  params=1,346
  round   1/50: acc=0.5012  f1m=0.3342  uplink_kB=52.6  t=1.30s
  round   2/50: acc=0.5221  f1m=0.3791  uplink_kB=52.6  t=0.69s
  round   3/50: acc=0.5035  f1m=0.5034  uplink_kB=52.6  t=0.73s
  round   4/50: acc=0.4732  f1m=0.3240  uplink_kB=52.6  t=0.69s
  round   5/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round   6/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.63s
  round   7/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.66s
  round   8/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.65s
  round   9/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.70s
  round  10/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.69s
  round  11/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.64s
  round  12/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.62s
  round  13/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round  14/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.70s
  round  15/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round  16/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round  17/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.62s
  round  18/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round  19/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.70s
  round  20/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.71s
  round  21/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.71s
  round  22/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.66s
  round  23/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.61s
  round  24/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.69s
  round  25/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.70s
  round  26/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.65s
  round  27/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.65s
  round  28/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.69s
  round  29/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.63s
  round  30/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.69s
  round  31/50: acc=0.4989  f1m=0.3328  uplink_kB=52.6  t=0.68s
  round  32/50: acc=0.4984  f1m=0.3326  uplink_kB=52.6  t=0.68s
  round  33/50: acc=0.4979  f1m=0.3324  uplink_kB=52.6  t=0.66s
  round  34/50: acc=0.4973  f1m=0.3321  uplink_kB=52.6  t=0.68s
  round  35/50: acc=0.4969  f1m=0.3320  uplink_kB=52.6  t=0.71s
  round  36/50: acc=0.5030  f1m=0.3458  uplink_kB=52.6  t=0.70s
  round  37/50: acc=0.5232  f1m=0.3885  uplink_kB=52.6  t=0.58s
  round  38/50: acc=0.5392  f1m=0.4205  uplink_kB=52.6  t=0.68s
  round  39/50: acc=0.5496  f1m=0.4404  uplink_kB=52.6  t=0.68s
  round  40/50: acc=0.5585  f1m=0.4569  uplink_kB=52.6  t=0.68s
  round  41/50: acc=0.5638  f1m=0.4664  uplink_kB=52.6  t=0.66s
  round  42/50: acc=0.5663  f1m=0.4712  uplink_kB=52.6  t=0.67s
  round  43/50: acc=0.5676  f1m=0.4736  uplink_kB=52.6  t=0.63s
  round  44/50: acc=0.5680  f1m=0.4747  uplink_kB=52.6  t=0.65s
  round  45/50: acc=0.5682  f1m=0.4756  uplink_kB=52.6  t=0.71s
  round  46/50: acc=0.5682  f1m=0.4759  uplink_kB=52.6  t=0.64s
  round  47/50: acc=0.5679  f1m=0.4760  uplink_kB=52.6  t=0.66s
  round  48/50: acc=0.5675  f1m=0.4765  uplink_kB=52.6  t=0.66s
  round  49/50: acc=0.5654  f1m=0.4756  uplink_kB=52.6  t=0.61s
  round  50/50: acc=0.5669  f1m=0.4798  uplink_kB=52.6  t=0.68s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed29/metrics.json  final_acc=0.5669
