[run] device=cpu  seed=37  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p01__dir0.1__seed37
[run] model=kan  params=3,280
  round   1/50: acc=0.9228  f1m=0.9225  uplink_kB=150.2  t=2.12s
  round   2/50: acc=0.9232  f1m=0.9230  uplink_kB=150.2  t=1.60s
  round   3/50: acc=0.9329  f1m=0.9327  uplink_kB=150.2  t=1.63s
  round   4/50: acc=0.9356  f1m=0.9353  uplink_kB=150.2  t=1.61s
  round   5/50: acc=0.9644  f1m=0.9644  uplink_kB=150.2  t=1.61s
  round   6/50: acc=0.9662  f1m=0.9662  uplink_kB=150.2  t=1.54s
  round   7/50: acc=0.9715  f1m=0.9715  uplink_kB=150.2  t=1.59s
  round   8/50: acc=0.9634  f1m=0.9633  uplink_kB=150.2  t=1.59s
  round   9/50: acc=0.9719  f1m=0.9719  uplink_kB=150.2  t=1.74s
  round  10/50: acc=0.9637  f1m=0.9637  uplink_kB=150.2  t=1.72s
  round  11/50: acc=0.9734  f1m=0.9734  uplink_kB=150.2  t=1.88s
  round  12/50: acc=0.9748  f1m=0.9748  uplink_kB=150.2  t=1.62s
  round  13/50: acc=0.9755  f1m=0.9755  uplink_kB=150.2  t=1.58s
  round  14/50: acc=0.9755  f1m=0.9755  uplink_kB=150.2  t=1.66s
  round  15/50: acc=0.9754  f1m=0.9754  uplink_kB=150.2  t=1.61s
  round  16/50: acc=0.9758  f1m=0.9758  uplink_kB=150.2  t=1.63s
  round  17/50: acc=0.9757  f1m=0.9757  uplink_kB=150.2  t=1.60s
  round  18/50: acc=0.9754  f1m=0.9754  uplink_kB=150.2  t=1.63s
  round  19/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.56s
  round  20/50: acc=0.9711  f1m=0.9711  uplink_kB=150.2  t=1.59s
  round  21/50: acc=0.9762  f1m=0.9761  uplink_kB=150.2  t=1.58s
  round  22/50: acc=0.9757  f1m=0.9757  uplink_kB=150.2  t=1.58s
  round  23/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.60s
  round  24/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.62s
  round  25/50: acc=0.9762  f1m=0.9762  uplink_kB=150.2  t=1.56s
  round  26/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.60s
  round  27/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.61s
  round  28/50: acc=0.9762  f1m=0.9762  uplink_kB=150.2  t=1.59s
  round  29/50: acc=0.9762  f1m=0.9762  uplink_kB=150.2  t=1.59s
  round  30/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.63s
  round  31/50: acc=0.9764  f1m=0.9764  uplink_kB=150.2  t=1.55s
  round  32/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.61s
  round  33/50: acc=0.9764  f1m=0.9764  uplink_kB=150.2  t=1.61s
  round  34/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.66s
  round  35/50: acc=0.9763  f1m=0.9763  uplink_kB=150.2  t=1.65s
  round  36/50: acc=0.9764  f1m=0.9764  uplink_kB=150.2  t=1.63s
  round  37/50: acc=0.9765  f1m=0.9765  uplink_kB=150.2  t=1.54s
  round  38/50: acc=0.9767  f1m=0.9766  uplink_kB=150.2  t=1.59s
  round  39/50: acc=0.9765  f1m=0.9765  uplink_kB=150.2  t=1.62s
  round  40/50: acc=0.9765  f1m=0.9765  uplink_kB=150.2  t=1.66s
  round  41/50: acc=0.9766  f1m=0.9766  uplink_kB=150.2  t=1.60s
  round  42/50: acc=0.9765  f1m=0.9765  uplink_kB=150.2  t=1.59s
  round  43/50: acc=0.9768  f1m=0.9768  uplink_kB=150.2  t=1.61s
  round  44/50: acc=0.9766  f1m=0.9765  uplink_kB=150.2  t=1.54s
  round  45/50: acc=0.9767  f1m=0.9767  uplink_kB=150.2  t=1.61s
  round  46/50: acc=0.9767  f1m=0.9767  uplink_kB=150.2  t=1.60s
  round  47/50: acc=0.9768  f1m=0.9768  uplink_kB=150.2  t=1.60s
  round  48/50: acc=0.9767  f1m=0.9767  uplink_kB=150.2  t=1.50s
  round  49/50: acc=0.9765  f1m=0.9765  uplink_kB=150.2  t=1.43s
  round  50/50: acc=0.9768  f1m=0.9767  uplink_kB=150.2  t=1.63s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p01__dir0.1__seed37/metrics.json  final_acc=0.9768
