[run] device=cpu  seed=11  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/scaffold_sgd/scaffold_sgd_mlp80__dir0.1__seed11
[run] model=mlp  params=3,362
  round   1/50: acc=0.5201  f1m=0.3749  uplink_kB=262.7  t=1.71s
  round   2/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.91s
  round   3/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=1.04s
  round   4/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.99s
  round   5/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.87s
  round   6/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.91s
  round   7/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.93s
  round   8/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round   9/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  10/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  11/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.82s
  round  12/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.85s
  round  13/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.94s
  round  14/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.97s
  round  15/50: acc=0.5184  f1m=0.3748  uplink_kB=262.7  t=0.86s
  round  16/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.90s
  round  17/50: acc=0.5020  f1m=0.3397  uplink_kB=262.7  t=0.87s
  round  18/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  19/50: acc=0.6540  f1m=0.6077  uplink_kB=262.7  t=0.91s
  round  20/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.92s
  round  21/50: acc=0.7095  f1m=0.6832  uplink_kB=262.7  t=0.87s
  round  22/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.79s
  round  23/50: acc=0.5079  f1m=0.3524  uplink_kB=262.7  t=0.90s
  round  24/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.87s
  round  25/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.92s
  round  26/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.86s
  round  27/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.87s
  round  28/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  29/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.81s
  round  30/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  31/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.87s
  round  32/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.85s
  round  33/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.88s
  round  34/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.85s
  round  35/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.92s
  round  36/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.96s
  round  37/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.90s
  round  38/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.93s
  round  39/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.89s
  round  40/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.93s
  round  41/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.91s
  round  42/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.92s
  round  43/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.89s
  round  44/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.90s
  round  45/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.93s
  round  46/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=1.07s
  round  47/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=1.04s
  round  48/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=1.13s
  round  49/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.97s
  round  50/50: acc=0.4989  f1m=0.3328  uplink_kB=262.7  t=0.99s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/scaffold_sgd/scaffold_sgd_mlp80__dir0.1__seed11/metrics.json  final_acc=0.4989
