cell,dataset,mode,downsample,arch,lr,seed,algo,grid_size,n_params,acc_last,acc_mean5,acc_mean10,acc_best,f1_macro,fpr,mcc,uplink_total_MB,rounds,osc10
lrsweep_botiot,nf_botiot_v2,binary,130000,kan16,0.001,23,fedavg,5,6560,0.9654634108736292,0.9652976660820629,0.9653207932622816,0.9656175920750862,0.9654295869109921,0.0010816239811488604,0.933027158773753,14.44,50,0.0006167248058280839
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,29,fedavg,5,3362,0.7791153846153847,0.7408653846153846,0.7114173076923078,0.7791153846153847,0.7708010559428269,0.4113461538461538,0.6037494101139097,6.724,50,0.09826923076923078
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,11,fedavg,5,3362,0.7590769230769231,0.7450461538461538,0.7159653846153847,0.7598461538461538,0.7590359588334691,0.25396153846153846,0.518330109894924,6.724,50,0.07338461538461538
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,11,fedavg,5,1346,0.7488653846153847,0.7481,0.7482,0.7542307692307693,0.7425075649095827,0.09399999999999997,0.5242947398024085,2.692,50,0.010923076923076924
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.01,2024,fedavg,5,3362,0.8174807692307692,0.8136692307692307,0.8109673076923076,0.8180961538461539,0.8117783922987909,0.3565769230769231,0.6773272077667186,6.724,50,0.017326923076923073
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,29,fedavg,5,1346,0.5731923076923077,0.6568269230769231,0.664248076923077,0.8218076923076924,0.4813298707722161,0.8476538461538461,0.2711039777902936,2.692,50,0.248
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,42,fedavg,5,1346,0.7354807692307692,0.6745538461538462,0.7067096153846155,0.8645192307692308,0.7272878914518695,0.09119230769230768,0.502094870059389,2.692,50,0.2642884615384615
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.0003,37,fedavg,5,1346,0.5306923076923077,0.5293692307692308,0.5279692307692307,0.5306923076923077,0.3991030954753665,0.9372692307692307,0.17428686822118944,2.692,50,0.005249999999999977
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,2026,fedavg,5,3362,0.9209615384615385,0.9181192307692306,0.9169788461538462,0.9209615384615385,0.9209400143804536,0.06253846153846154,0.8423818787989187,6.724,50,0.006750000000000034
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.01,31,fedavg,5,6560,0.9285384615384615,0.9227807692307692,0.9145634615384616,0.9372115384615385,0.9282644179257513,0.1332692307692308,0.8637013348512772,14.44,50,0.04171153846153841
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.1,2024,fedavg,5,3280,0.8076730769230769,0.8658461538461539,0.8738692307692307,0.8847884615384616,0.807630567191266,0.17746153846153845,0.6156182922380237,7.688,50,0.07586538461538461
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,42,fedavg,5,3362,0.5149038461538461,0.5148499999999999,0.5148692307692306,0.51525,0.3683265432337436,0.0033846153846154303,0.11122894666552648,6.724,50,0.00028846153846151523
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,17,fedavg,5,1346,0.685923076923077,0.686123076923077,0.6855461538461537,0.7247884615384615,0.6846109797515885,0.37857692307692303,0.37497925794086606,2.692,50,0.004326923076923173
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.1,23,fedavg,5,3362,0.6061538461538462,0.6039423076923077,0.6185,0.7731923076923077,0.5415369195398965,0.018423076923076875,0.3214459354565983,6.724,50,0.06761538461538463
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.003,23,fedavg,5,3280,0.7580769230769231,0.7958999999999999,0.7710884615384617,0.8959807692307692,0.7454855792532282,0.019499999999999962,0.5763173421435961,7.688,50,0.1339038461538461
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,17,fedavg,5,3362,0.5765,0.5707576923076922,0.5627615384615384,0.5765,0.5553615451700545,0.20546153846153847,0.1700171162160198,6.724,50,0.029173076923076913
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.001,43,fedavg,5,3362,0.7673461538461539,0.7655538461538461,0.7637442307692307,0.7673461538461539,0.7571159585004801,0.4378846153846154,0.5863639210482902,6.724,50,0.006730769230769318
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.0003,31,fedavg,5,1346,0.7581538461538462,0.7575538461538461,0.7570153846153846,0.7581538461538462,0.756282963136206,0.15423076923076928,0.5244218684578691,2.692,50,0.0029038461538462013
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.01,37,fedavg,5,6560,0.956,0.9437730769230768,0.9437557692307692,0.9605961538461538,0.9559534758588759,0.011499999999999955,0.913932726487899,14.44,50,0.03559615384615389
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,43,fedavg,5,1346,0.7816923076923077,0.7837846153846154,0.7845557692307692,0.7998653846153846,0.771454054861629,0.4299615384615385,0.6218469460302628,2.692,50,0.022884615384615392
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.0003,23,fedavg,5,3362,0.7590576923076923,0.7578576923076923,0.7566134615384615,0.7595192307692308,0.7558098907969342,0.12561538461538457,0.5324730576512938,6.724,50,0.004961538461538462
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,11,fedavg,5,6560,0.8679038461538462,0.840123076923077,0.7862903846153847,0.8679038461538462,0.8671321231381799,0.20830769230769233,0.7445070056676538,14.44,50,0.275
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.1,37,fedavg,5,3280,0.718,0.5684538461538462,0.537125,0.7382884615384615,0.7176238043132963,0.24550000000000005,0.4371663858283003,7.688,50,0.21803846153846151
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.0003,23,fedavg,5,6560,0.7900769230769231,0.7583884615384615,0.7514461538461539,0.7900769230769231,0.7886905215890689,0.12892307692307692,0.587919821373068,14.44,50,0.04907692307692313
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,29,fedavg,5,6560,0.6159038461538462,0.8225423076923077,0.8454576923076923,0.8894038461538462,0.5497122126874131,0.7675,0.3611404149033212,14.44,50,0.27349999999999997
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,2026,fedavg,5,3280,0.9346346153846153,0.9332923076923076,0.9312788461538462,0.9346346153846153,0.9345784959038556,0.03607692307692312,0.8707644222556685,7.688,50,0.007076923076922981
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.0003,2026,fedavg,5,6560,0.7541730769230769,0.7522769230769231,0.7505096153846154,0.7541730769230769,0.7491295861955974,0.10403846153846152,0.5301073288543912,14.44,50,0.007057692307692265
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.003,31,fedavg,5,3362,0.570923076923077,0.5731615384615385,0.5724788461538463,0.6538653846153846,0.47691995691604777,0.8530000000000001,0.2675119528663039,6.724,50,0.00428846153846163
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.003,23,fedavg,5,1346,0.8699807692307693,0.8688192307692308,0.8657096153846154,0.8709615384615385,0.8696290279141545,0.07807692307692304,0.7439869873335464,2.692,50,0.00973076923076921
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.03,2024,fedavg,5,1346,0.8764038461538461,0.8633807692307693,0.8704038461538464,0.88475,0.874738947725491,0.23888461538461536,0.7736545089354936,2.692,50,0.07725000000000004
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.1,31,fedavg,5,1346,0.5114038461538462,0.6052500000000001,0.5663846153846153,0.7330769230769231,0.3583443990493115,0.977,0.10651901753648009,2.692,50,0.22167307692307692
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.01,23,fedavg,5,3362,0.9499807692307692,0.9405961538461538,0.9382038461538462,0.9505576923076923,0.9499616293874621,0.03046153846153843,0.9006508060717181,6.724,50,0.048096153846153844
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,42,fedavg,5,6560,0.84775,0.7261346153846154,0.7278903846153847,0.8789615384615385,0.8464443210020665,0.060038461538461485,0.707638152037199,14.44,50,0.22113461538461543
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.03,2026,fedavg,5,3280,0.9533461538461538,0.9384884615384615,0.9273096153846154,0.9558653846153846,0.9533095485322032,0.018653846153846132,0.9081173538165427,7.688,50,0.15049999999999997
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.01,31,fedavg,5,1346,0.5653846153846154,0.568,0.5684634615384616,0.7808653846153846,0.46683828110432984,0.8645384615384615,0.25613241740453574,2.692,50,0.015250000000000097
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,2024,fedavg,5,6560,0.6509038461538461,0.8289961538461539,0.8546173076923077,0.92875,0.6410609896836656,0.18349999999999997,0.3198595155909971,14.44,50,0.23107692307692307
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,2024,fedavg,5,6560,0.91225,0.9105423076923078,0.9073519230769233,0.9149807692307692,0.9118148005290359,0.15800000000000003,0.8327604182959065,14.44,50,0.015249999999999986
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.1,2024,fedavg,5,1346,0.7616923076923077,0.6287307692307692,0.6288884615384616,0.7673076923076924,0.7476851471748828,0.4739230769230769,0.5933998952539518,2.692,50,0.22680769230769227
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,17,fedavg,5,6560,0.8685,0.8616653846153846,0.7639307692307693,0.8685,0.8672106380821176,0.23003846153846153,0.7517431655517637,14.44,50,0.30400000000000005
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.1,31,fedavg,5,3280,0.7533846153846154,0.8419538461538462,0.8115576923076924,0.8861730769230769,0.7524681896412007,0.1857692307692308,0.5105638058838624,7.688,50,0.4460384615384615
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.003,23,fedavg,5,6560,0.9345576923076923,0.941676923076923,0.9426076923076921,0.9521923076923077,0.93439354999216,0.015423076923076873,0.8734972215613136,14.44,50,0.02459615384615388
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.003,2026,fedavg,5,1346,0.9396346153846153,0.9242653846153847,0.9164711538461541,0.9396346153846153,0.9396168872019337,0.043230769230769184,0.8797859841401436,2.692,50,0.039519230769230695
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.01,23,fedavg,5,3280,0.9519230769230769,0.9460807692307693,0.9449500000000001,0.9578269230769231,0.9519200293215035,0.05603846153846159,0.9039607581953385,7.688,50,0.04955769230769236
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.1,37,fedavg,5,1346,0.5449615384615385,0.5944192307692309,0.5854673076923077,0.77925,0.4295178868840753,0.005192307692307718,0.20599771698269842,2.692,50,0.11286538461538465
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.01,37,fedavg,5,1346,0.8821730769230769,0.8869807692307692,0.8769442307692309,0.9072692307692307,0.8810471831889982,0.020538461538461505,0.7792395552038808,2.692,50,0.05805769230769231
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,43,fedavg,5,6560,0.8223653846153847,0.8661807692307694,0.8752865384615383,0.9227307692307692,0.8214998409750078,0.2472692307692308,0.6510757933339045,14.44,50,0.09932692307692303
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.01,2024,fedavg,5,6560,0.9414807692307692,0.938923076923077,0.9352192307692306,0.9496538461538462,0.9413200973857799,0.11084615384615382,0.8878369091974766,14.44,50,0.02644230769230771
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.003,37,fedavg,5,3362,0.9293269230769231,0.9033692307692307,0.8978865384615384,0.9293269230769231,0.9291880276715446,0.02638461538461534,0.8620422417130598,6.724,50,0.04763461538461544
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.1,23,fedavg,5,1346,0.6018846153846154,0.6150846153846155,0.6147499999999999,0.7341538461538462,0.5320835499606755,0.011884615384615382,0.32086532548496544,2.692,50,0.05680769230769234
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.0003,2024,fedavg,5,3362,0.7566923076923077,0.7560538461538461,0.7551403846153846,0.7566923076923077,0.7554501649191091,0.17203846153846158,0.5186807273989991,6.724,50,0.0030000000000000027
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.01,31,fedavg,5,3362,0.7869807692307692,0.7498115384615385,0.662571153846154,0.7971730769230769,0.7772377528144205,0.4221538461538461,0.6318913827522751,6.724,50,0.2246538461538462
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.01,23,fedavg,5,1346,0.9428653846153846,0.9396769230769231,0.9390884615384614,0.9442115384615385,0.942845945451908,0.03869230769230769,0.886333891919146,2.692,50,0.010403846153846152
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.003,31,fedavg,5,1346,0.5695384615384615,0.5697038461538462,0.569801923076923,0.7574615384615384,0.475814727180797,0.8533076923076923,0.2606043343209468,2.692,50,0.0017500000000000293
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.003,23,fedavg,5,3362,0.9253653846153846,0.9252192307692308,0.9224980769230768,0.9304807692307693,0.9252846820971125,0.04176923076923078,0.8525745515966029,6.724,50,0.019961538461538475
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.03,2024,fedavg,5,3362,0.8723653846153846,0.8794192307692308,0.8709192307692308,0.8838269230769231,0.8705072575768049,0.24742307692307697,0.7670698486266845,6.724,50,0.07734615384615384
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,17,fedavg,5,3280,0.5609615384615385,0.5573384615384616,0.581303846153846,0.6495576923076923,0.5186926226253146,0.14269230769230767,0.1513765722513837,7.688,50,0.2175192307692308
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,43,fedavg,5,3280,0.5624615384615385,0.5605269230769231,0.5808846153846153,0.7738653846153846,0.4811440290696173,0.8334230769230769,0.20451689174279888,7.688,50,0.21586538461538451
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.003,2026,fedavg,5,3362,0.8914615384615384,0.8902038461538462,0.8899365384615384,0.9006538461538461,0.8907107365805451,0.025653846153846138,0.79390712212743,6.724,50,0.008980769230769292
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.01,37,fedavg,5,3280,0.9069423076923077,0.8673961538461539,0.8627653846153847,0.9309423076923077,0.9068640842350733,0.12203846153846154,0.8152552087116424,7.688,50,0.11676923076923074
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.0003,31,fedavg,5,6560,0.8920384615384616,0.8905576923076923,0.8896749999999999,0.8922307692307693,0.8917122641169779,0.16284615384615386,0.7888438277068927,14.44,50,0.007038461538461549
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.003,37,fedavg,5,6560,0.9495192307692307,0.9488384615384614,0.9458903846153845,0.9525576923076923,0.9494474835681166,0.012807692307692298,0.901601318760515,14.44,50,0.012673076923076843
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,29,fedavg,5,3280,0.5720961538461539,0.5724384615384615,0.5723076923076923,0.7786538461538461,0.4919352127072753,0.8251153846153846,0.2374064362336243,7.688,50,0.0011923076923076037
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.003,37,fedavg,5,1346,0.8901346153846154,0.8894384615384615,0.8896269230769231,0.8915576923076923,0.889828055062079,0.05711538461538456,0.7846481142169193,2.692,50,0.0051538461538461755
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,11,fedavg,5,3280,0.7293461538461539,0.7248000000000001,0.7211230769230769,0.7293461538461539,0.7282597007552967,0.20742307692307693,0.4624047187377376,7.688,50,0.015153846153846184
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.01,37,fedavg,5,3362,0.8677692307692307,0.8888115384615384,0.8952653846153847,0.927,0.8659008163294557,0.014192307692307726,0.7569336683272494,6.724,50,0.07771153846153855
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.1,23,fedavg,5,3280,0.8617692307692307,0.7563384615384615,0.7146461538461539,0.8779230769230769,0.8610473602950943,0.2103076923076923,0.7311753775455576,7.688,50,0.37023076923076925
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.01,31,fedavg,5,3280,0.8959423076923076,0.9078076923076923,0.9015423076923076,0.9305576923076923,0.8949432176533385,0.2015769230769231,0.8073900613842384,7.688,50,0.038576923076923064
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.0003,37,fedavg,5,6560,0.76775,0.7220576923076922,0.7229634615384615,0.7764807692307693,0.7677175092288935,0.24407692307692308,0.5356498702059568,14.44,50,0.08805769230769234
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.003,31,fedavg,5,6560,0.9224615384615384,0.9169423076923078,0.9139423076923077,0.9224615384615384,0.9220860271131439,0.14696153846153848,0.8531870784252075,14.44,50,0.014192307692307726
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.1,2024,fedavg,5,3362,0.5455384615384615,0.6332807692307693,0.6331461538461538,0.7679038461538461,0.42855049352065067,0.9069230769230769,0.214009015598137,6.724,50,0.22194230769230772
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,2024,fedavg,5,3280,0.8837692307692308,0.8444615384615384,0.8144076923076924,0.8837692307692308,0.8837272563087581,0.13523076923076927,0.7680932251890755,7.688,50,0.10073076923076918
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.001,42,fedavg,5,3280,0.5171923076923077,0.5150769230769231,0.5135634615384614,0.5171923076923077,0.38289695443448857,0.016307692307692356,0.09554563309675694,7.688,50,0.007980769230769291
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,43,fedavg,5,6560,0.49998076923076923,0.4999807692307693,0.5577096153846155,0.7577115384615385,0.3333247862152079,3.8461538461542766e-05,-0.004385332263394496,14.44,50,0.16636538461538458
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,42,fedavg,5,1346,0.5151153846153846,0.5150692307692308,0.5147634615384615,0.5166153846153846,0.3677621572550356,0.00211538461538463,0.11615585180764683,2.692,50,0.0008461538461538298
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.03,17,fedavg,5,3280,0.5405576923076924,0.5393730769230769,0.5350057692307693,0.6800576923076923,0.42448323874141586,0.9085384615384615,0.184519738537924,7.688,50,0.01338461538461544
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,29,fedavg,5,3280,0.7472884615384615,0.7466423076923075,0.7362346153846154,0.7483076923076923,0.7398985379646088,0.08415384615384613,0.5253278624148382,7.688,50,0.0355192307692308
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,17,fedavg,5,6560,0.5999038461538462,0.5989346153846155,0.5959653846153846,0.6017692307692307,0.562432768341481,0.1074615384615385,0.24642091177586306,14.44,50,0.012961538461538469
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.003,2026,fedavg,5,3280,0.945,0.9431153846153846,0.9425096153846155,0.9488653846153846,0.9449414307138936,0.022384615384615336,0.8918995629083424,7.688,50,0.014769230769230757
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.0003,37,fedavg,5,3362,0.583173076923077,0.5826423076923076,0.5804653846153847,0.6346153846153846,0.5064607616410237,0.811076923076923,0.27046626627614123,6.724,50,0.006269230769230805
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.03,42,fedavg,5,3362,0.5861538461538461,0.6005076923076923,0.6327346153846154,0.8164423076923077,0.5031683530942308,0.0051538461538461755,0.29909734725087744,6.724,50,0.17011538461538467
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.01,23,fedavg,5,6560,0.9177692307692308,0.9258115384615385,0.9303788461538461,0.9573653846153846,0.9173319361556096,0.009499999999999953,0.8445208638355277,14.44,50,0.05140384615384608
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,11,fedavg,5,3280,0.5,0.5,0.5,0.504,0.3333333333333333,0.0,,7.688,50,0.0
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.03,29,fedavg,5,3362,0.5750961538461539,0.5781884615384615,0.6196692307692307,0.8561346153846154,0.48401869708329515,0.8450384615384615,0.2770210150580346,6.724,50,0.22140384615384612
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.0003,2026,fedavg,5,1346,0.7400384615384615,0.7380115384615384,0.7370538461538462,0.7400384615384615,0.7314981283730926,0.08161538461538465,0.5138788892633657,2.692,50,0.005519230769230776
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.1,37,fedavg,5,3362,0.7842884615384615,0.7674692307692308,0.7562500000000001,0.8000961538461538,0.7799457241782422,0.3561923076923077,0.5924410229641923,6.724,50,0.1160000000000001
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,42,fedavg,5,3280,0.5,0.5,0.5,0.5003653846153846,0.3333333333333333,0.0,,7.688,50,0.0
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,43,fedavg,5,6560,0.5729038461538462,0.7021769230769231,0.7224,0.7893269230769231,0.492248401347674,0.8256538461538462,0.241472621748366,14.44,50,0.21905769230769234
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.01,2024,fedavg,5,1346,0.7991923076923076,0.8036153846153846,0.8028403846153847,0.8090384615384615,0.7911108319890015,0.39749999999999996,0.6508609315016874,2.692,50,0.011788461538461581
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.03,43,fedavg,5,3280,0.8760769230769231,0.8723192307692308,0.8756923076923077,0.9124807692307693,0.8743581422774174,0.24088461538461536,0.7736177885233626,7.688,50,0.042384615384615354
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.03,11,fedavg,5,3362,0.8471538461538461,0.814673076923077,0.7963884615384615,0.850423076923077,0.8471189166709481,0.1377307692307692,0.6946251736283495,6.724,50,0.09469230769230774
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.01,2026,fedavg,5,3280,0.9552884615384616,0.9224423076923077,0.9141365384615385,0.9575192307692307,0.9552811919372258,0.05746153846153845,0.9108731188578484,7.688,50,0.1107307692307693
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,29,fedavg,5,1346,0.6829615384615385,0.6823846153846155,0.6814846153846154,0.7101153846153846,0.6799742476612936,0.41365384615384615,0.37295197732282764,2.692,50,0.003442307692307689
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.003,37,fedavg,5,3280,0.9509807692307692,0.9499346153846154,0.9485596153846153,0.9529230769230769,0.950912657475057,0.011769230769230754,0.9044750623432436,7.688,50,0.010788461538461469
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.003,2024,fedavg,5,6560,0.9437307692307693,0.942296153846154,0.9421384615384614,0.9450384615384615,0.9436163971776365,0.10130769230769232,0.891083963111573,14.44,50,0.005903846153846093
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,17,fedavg,5,6560,0.5,0.5,0.5,0.6243846153846154,0.3333333333333333,0.0,,14.44,50,0.0
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,11,fedavg,5,1346,0.7015384615384616,0.6995923076923077,0.6964134615384616,0.7015384615384616,0.6993325906270116,0.21280769230769225,0.4091247785032289,2.692,50,0.012730769230769212
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.03,43,fedavg,5,3362,0.7874615384615384,0.8206692307692307,0.8183173076923076,0.8709423076923077,0.7777909149290654,0.4211538461538461,0.6326174220266934,6.724,50,0.08396153846153853
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.03,11,fedavg,5,3280,0.7894038461538462,0.8036884615384615,0.8371230769230769,0.9000192307692307,0.7834148659872485,0.04430769230769227,0.6137443975457304,7.688,50,0.1330961538461538
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,11,fedavg,5,6560,0.7353461538461539,0.73445,0.7354711538461538,0.73875,0.733910174121617,0.19119230769230766,0.4758563383046015,14.44,50,0.006480769230769234
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp80,0.0003,31,fedavg,5,3362,0.7536923076923077,0.75385,0.753675,0.7541730769230769,0.752906742667818,0.18992307692307697,0.5106418949484874,6.724,50,0.0013846153846154285
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,29,fedavg,5,6560,0.7996538461538462,0.7541538461538463,0.6652653846153845,0.7996538461538462,0.7931654762095207,0.3774615384615385,0.6408624701566539,14.44,50,0.22436538461538458
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.0003,23,fedavg,5,1346,0.7386538461538461,0.7371192307692308,0.7359865384615386,0.7386538461538461,0.7347906386832876,0.14065384615384613,0.49185198809408964,2.692,50,0.004230769230769149
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,17,fedavg,5,3280,0.5,0.5,0.5,0.5139038461538461,0.3333333333333333,1.0,,7.688,50,0.0
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.03,29,fedavg,5,3280,0.9035192307692308,0.8990730769230769,0.8970269230769231,0.9193269230769231,0.9027132587251605,0.1875,0.8207520707369536,7.688,50,0.037403846153846176
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,43,fedavg,5,1346,0.66525,0.6652115384615385,0.6642288461538463,0.6841923076923077,0.6602359051082834,0.4562307692307692,0.34070903185513035,2.692,50,0.0032115384615384324
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,2026,fedavg,5,1346,0.7917692307692308,0.7909846153846154,0.7900576923076923,0.7917692307692308,0.7887387582601983,0.08846153846153848,0.6010365122159025,2.692,50,0.0041730769230768905
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,42,fedavg,5,6560,0.5,0.5,0.48102307692307694,0.8204807692307692,0.3333333333333333,0.0,,14.44,50,0.55375
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.003,31,fedavg,5,3280,0.8794423076923077,0.8954269230769232,0.8932173076923078,0.91425,0.8778380428518242,0.23515384615384616,0.7796376642447754,7.688,50,0.03480769230769232
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,29,fedavg,5,6560,0.6009230769230769,0.6112923076923076,0.5778826923076923,0.819173076923077,0.5336980781756652,0.019384615384615334,0.3102261386990093,14.44,50,0.14276923076923076
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.03,2024,fedavg,5,6560,0.9364423076923077,0.9318692307692308,0.9268673076923077,0.9401923076923077,0.9362460657027399,0.11903846153846154,0.8783084322744966,14.44,50,0.05196153846153839
lrsweep_toniot,nf_toniot_v2,binary,130000,mlp32,0.001,17,fedavg,5,1346,0.4094807692307692,0.4050884615384615,0.4041384615384616,0.5020961538461538,0.4094724649373074,0.5942692307692308,-0.18104355346000872,2.692,50,0.006596153846153807
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.1,11,fedavg,5,6560,0.5,0.47139615384615385,0.4849903846153846,0.7745384615384615,0.3333333333333333,0.0,,14.44,50,0.14305769230769227
lrsweep_toniot,nf_toniot_v2,binary,130000,kan8,0.0003,43,fedavg,5,3280,0.6803269230769231,0.6738461538461538,0.6504961538461538,0.6803269230769231,0.6663609296629236,0.11507692307692308,0.3952595442241,7.688,50,0.06096153846153851
lrsweep_toniot,nf_toniot_v2,binary,130000,kan16,0.001,42,fedavg,5,6560,0.551923076923077,0.5510615384615385,0.5411038461538461,0.551923076923077,0.44202049415435046,0.004269230769230803,0.2254655691796221,14.44,50,0.035673076923076974
