[run] device=cpu  seed=31  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_kan8_lr0p0003__dir0.1__seed31
[run] model=kan  params=3,280
  round   1/50: acc=0.5070  f1m=0.3487  uplink_kB=150.2  t=2.18s
  round   2/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.76s
  round   3/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.54s
  round   4/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.58s
  round   5/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.54s
  round   6/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.54s
  round   7/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.63s
  round   8/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.60s
  round   9/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.67s
  round  10/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.59s
  round  11/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.64s
  round  12/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.64s
  round  13/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.61s
  round  14/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.68s
  round  15/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.67s
  round  16/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.66s
  round  17/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.65s
  round  18/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.61s
  round  19/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.67s
  round  20/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.67s
  round  21/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.65s
  round  22/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.72s
  round  23/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.68s
  round  24/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.62s
  round  25/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.65s
  round  26/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.60s
  round  27/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.74s
  round  28/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.68s
  round  29/50: acc=0.5011  f1m=0.3338  uplink_kB=150.2  t=1.69s
  round  30/50: acc=0.5011  f1m=0.3339  uplink_kB=150.2  t=1.69s
  round  31/50: acc=0.5015  f1m=0.3348  uplink_kB=150.2  t=1.62s
  round  32/50: acc=0.5024  f1m=0.3368  uplink_kB=150.2  t=1.67s
  round  33/50: acc=0.5035  f1m=0.3392  uplink_kB=150.2  t=1.65s
  round  34/50: acc=0.5042  f1m=0.3407  uplink_kB=150.2  t=1.71s
  round  35/50: acc=0.5051  f1m=0.3426  uplink_kB=150.2  t=1.60s
  round  36/50: acc=0.5061  f1m=0.3450  uplink_kB=150.2  t=1.59s
  round  37/50: acc=0.5076  f1m=0.3482  uplink_kB=150.2  t=1.72s
  round  38/50: acc=0.5086  f1m=0.3504  uplink_kB=150.2  t=1.70s
  round  39/50: acc=0.5100  f1m=0.3534  uplink_kB=150.2  t=1.70s
  round  40/50: acc=0.5112  f1m=0.3559  uplink_kB=150.2  t=1.67s
  round  41/50: acc=0.5127  f1m=0.3591  uplink_kB=150.2  t=1.67s
  round  42/50: acc=0.5261  f1m=0.3871  uplink_kB=150.2  t=1.65s
  round  43/50: acc=0.5492  f1m=0.4328  uplink_kB=150.2  t=1.68s
  round  44/50: acc=0.6189  f1m=0.5532  uplink_kB=150.2  t=1.65s
  round  45/50: acc=0.6640  f1m=0.6207  uplink_kB=150.2  t=1.70s
  round  46/50: acc=0.6731  f1m=0.6335  uplink_kB=150.2  t=1.70s
  round  47/50: acc=0.7299  f1m=0.7148  uplink_kB=150.2  t=1.60s
  round  48/50: acc=0.7538  f1m=0.7432  uplink_kB=150.2  t=1.65s
  round  49/50: acc=0.8249  f1m=0.8219  uplink_kB=150.2  t=1.71s
  round  50/50: acc=0.8271  f1m=0.8243  uplink_kB=150.2  t=1.62s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_kan8_lr0p0003__dir0.1__seed31/metrics.json  final_acc=0.8271
