round,wallclock_s,comm_uplink_bytes,comm_downlink_bytes,accuracy,f1_macro,f1_weighted
1,1.5146792499999986,57800,57800,0.2471393618861676,0.07926599686899313,0.0979487394273696
2,0.7588754590000004,57800,57800,0.48721053802239084,0.2950484783758889,0.3645904633565095
3,0.6519531250000004,57800,57800,0.4961816968588587,0.309860684896723,0.38289385969493495
4,0.6418347499999992,57800,57800,0.5547537256258804,0.3791908883497045,0.468564970898975
5,0.6754012920000001,57800,57800,0.5599436522254899,0.3838661982631188,0.4743422364420814
6,0.6858648340000002,57800,57800,0.5739070261720585,0.4058326492883186,0.5014861098884396
7,0.631651290999999,57800,57800,0.6498776660158664,0.5056671274622189,0.6248512560391207
8,0.6330493750000006,57800,57800,0.7029137730766379,0.5524225000318589,0.682626720747175
9,0.628885167,57800,57800,0.7501173911968959,0.5884385571083408,0.7271316475648627
10,0.6143309170000002,57800,57800,0.7815782319650051,0.6099202621716755,0.7536765219727598
11,0.6851351250000004,57800,57800,0.803894916343326,0.6311618039595459,0.779924627387423
12,0.6183972080000011,57800,57800,0.8060697427279243,0.6325051163829444,0.7815845542630853
13,0.6122858330000014,57800,57800,0.8045869065566073,0.6307713520623902,0.7794421472238714
14,0.5934756669999999,57800,57800,0.797963571658058,0.6260070641258466,0.7735549318214747
15,0.6143106250000017,57800,57800,0.7923287942070534,0.6219623523489134,0.7685568943836509
16,0.6735395840000002,57800,57800,0.7912166670785656,0.6211832632093344,0.7675941764196109
17,0.6194582920000009,57800,57800,0.7878802856931023,0.6187933342251043,0.7646409487990317
18,0.6128154590000001,57800,57800,0.7878802856931023,0.6188036373274569,0.764653680309736
19,0.6032687079999981,57800,57800,0.7878555717569137,0.6187766225962086,0.7646202982925246
20,0.615475583000002,57800,57800,0.7878802856931023,0.6187836991897353,0.7646290428165673
21,0.7115164579999984,57800,57800,0.7878308578207252,0.6187519233829261,0.7645897775534761
22,0.6291117909999997,57800,57800,0.7878061438845365,0.6187341421313927,0.7645678053176885
23,0.5972916250000004,57800,57800,0.7877814299483479,0.6187297008630118,0.7645623172565205
24,0.6336862500000002,57800,57800,0.7879544275016682,0.6188303828867919,0.7646867297120729
25,0.6081497079999991,57800,57800,0.787904999629291,0.6188132841584588,0.7646656008680262
26,0.6809540830000032,57800,57800,0.7879544275016682,0.6188251046556188,0.7646802074186526
27,0.6276072500000005,57800,57800,0.7879791414378569,0.6188384013431689,0.7646966380930343
28,0.6308284579999999,57800,57800,0.7919580851642241,0.621684650194217,0.7682137387171205
29,0.637712582999999,57800,57800,0.7949731853792353,0.6238502472516823,0.7708897600915432
30,0.7172351669999983,57800,57800,0.7908953859081136,0.620958320751028,0.7673162157415762
31,0.6158466659999995,57800,57800,0.7891406964387218,0.6196920922532821,0.7657515412269014
32,0.6096762909999995,57800,57800,0.7892148382472877,0.6197441122385314,0.7658158221567004
33,0.6295364170000006,57800,57800,0.7966290191038726,0.6250337056652538,0.7723521558772878
34,0.6197122499999992,57800,57800,0.801126955490201,0.6282719401788024,0.7763536319338683
35,0.6765398749999996,57800,57800,0.8012999530435212,0.6283502560903531,0.7764504066558995
36,0.5920321669999957,57800,57800,0.8022143686825001,0.6290052118975225,0.7772597334571366
37,0.6107386250000033,57800,57800,0.8001878259150335,0.6275975838598346,0.7755203319821005
38,0.6094830000000044,57800,57800,0.8028075031510269,0.6294368890720766,0.7777931555644375
39,0.6863873750000025,57800,57800,0.8037466327261943,0.6300910266793491,0.7786014713186729
40,0.6119811249999998,57800,57800,0.8034994933643081,0.629920676497409,0.7783909701423635
41,0.603506000000003,57800,57800,0.8055013221955861,0.6313668659895995,0.7801780218836954
42,0.6187951250000054,57800,57800,0.8023873662358204,0.6291484623658975,0.7774367476038572
43,0.6825328329999962,57800,57800,0.8017448038949163,0.6286793112060582,0.7768570190125031
44,0.6106269160000011,57800,57800,0.8023626522996318,0.6291288015726971,0.7774124528244287
45,0.622985583000002,57800,57800,0.8049329016632479,0.6309747652692058,0.7796935042745295
46,0.6115217910000013,57800,57800,0.7991745545313002,0.6268471602721127,0.774593035949031
47,0.6315124170000033,57800,57800,0.8000148283617131,0.6274410171033111,0.7753268629406015
48,0.619110083999999,57800,57800,0.8015965202777846,0.6285871773696845,0.7767431695248554
49,0.6537047499999957,57800,57800,0.8044139090032869,0.6305860912790299,0.7792132210649603
50,0.6412747920000044,57800,57800,0.8025109359167635,0.6292378327630127,0.7775471823184302
