[run] device=cpu  seed=17  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed17
[run] model=mlp  params=1,346
  round   1/50: acc=0.9226  f1m=0.9226  uplink_kB=52.6  t=1.38s
  round   2/50: acc=0.9347  f1m=0.9347  uplink_kB=52.6  t=0.70s
  round   3/50: acc=0.9299  f1m=0.9299  uplink_kB=52.6  t=0.67s
  round   4/50: acc=0.9376  f1m=0.9376  uplink_kB=52.6  t=0.67s
  round   5/50: acc=0.9480  f1m=0.9480  uplink_kB=52.6  t=0.60s
  round   6/50: acc=0.9548  f1m=0.9548  uplink_kB=52.6  t=0.71s
  round   7/50: acc=0.9663  f1m=0.9663  uplink_kB=52.6  t=0.66s
  round   8/50: acc=0.9683  f1m=0.9683  uplink_kB=52.6  t=0.67s
  round   9/50: acc=0.9709  f1m=0.9709  uplink_kB=52.6  t=0.65s
  round  10/50: acc=0.9710  f1m=0.9710  uplink_kB=52.6  t=0.69s
  round  11/50: acc=0.9710  f1m=0.9709  uplink_kB=52.6  t=0.66s
  round  12/50: acc=0.9711  f1m=0.9711  uplink_kB=52.6  t=0.63s
  round  13/50: acc=0.9710  f1m=0.9710  uplink_kB=52.6  t=0.61s
  round  14/50: acc=0.9710  f1m=0.9710  uplink_kB=52.6  t=0.67s
  round  15/50: acc=0.9712  f1m=0.9712  uplink_kB=52.6  t=0.67s
  round  16/50: acc=0.9712  f1m=0.9712  uplink_kB=52.6  t=0.62s
  round  17/50: acc=0.9713  f1m=0.9713  uplink_kB=52.6  t=0.69s
  round  18/50: acc=0.9713  f1m=0.9713  uplink_kB=52.6  t=0.58s
  round  19/50: acc=0.9722  f1m=0.9722  uplink_kB=52.6  t=0.65s
  round  20/50: acc=0.9735  f1m=0.9735  uplink_kB=52.6  t=0.66s
  round  21/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.66s
  round  22/50: acc=0.9735  f1m=0.9735  uplink_kB=52.6  t=0.66s
  round  23/50: acc=0.9735  f1m=0.9735  uplink_kB=52.6  t=0.69s
  round  24/50: acc=0.9735  f1m=0.9735  uplink_kB=52.6  t=0.67s
  round  25/50: acc=0.9735  f1m=0.9735  uplink_kB=52.6  t=0.62s
  round  26/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.66s
  round  27/50: acc=0.9736  f1m=0.9736  uplink_kB=52.6  t=0.69s
  round  28/50: acc=0.9738  f1m=0.9737  uplink_kB=52.6  t=0.67s
  round  29/50: acc=0.9737  f1m=0.9737  uplink_kB=52.6  t=0.65s
  round  30/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.64s
  round  31/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.65s
  round  32/50: acc=0.9737  f1m=0.9737  uplink_kB=52.6  t=0.60s
  round  33/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.65s
  round  34/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.69s
  round  35/50: acc=0.9737  f1m=0.9737  uplink_kB=52.6  t=0.68s
  round  36/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.67s
  round  37/50: acc=0.9739  f1m=0.9739  uplink_kB=52.6  t=0.65s
  round  38/50: acc=0.9739  f1m=0.9739  uplink_kB=52.6  t=0.69s
  round  39/50: acc=0.9738  f1m=0.9738  uplink_kB=52.6  t=0.59s
  round  40/50: acc=0.9740  f1m=0.9740  uplink_kB=52.6  t=0.73s
  round  41/50: acc=0.9740  f1m=0.9740  uplink_kB=52.6  t=0.67s
  round  42/50: acc=0.9740  f1m=0.9740  uplink_kB=52.6  t=0.66s
  round  43/50: acc=0.9740  f1m=0.9740  uplink_kB=52.6  t=0.68s
  round  44/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.67s
  round  45/50: acc=0.9741  f1m=0.9740  uplink_kB=52.6  t=0.70s
  round  46/50: acc=0.9741  f1m=0.9740  uplink_kB=52.6  t=0.59s
  round  47/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.70s
  round  48/50: acc=0.9741  f1m=0.9740  uplink_kB=52.6  t=0.67s
  round  49/50: acc=0.9749  f1m=0.9749  uplink_kB=52.6  t=0.65s
  round  50/50: acc=0.9748  f1m=0.9748  uplink_kB=52.6  t=0.74s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed17/metrics.json  final_acc=0.9748
