[run] device=cpu  seed=42  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed42
[run] model=mlp  params=1,346
  round   1/50: acc=0.8926  f1m=0.8923  uplink_kB=52.6  t=1.31s
  round   2/50: acc=0.9273  f1m=0.9273  uplink_kB=52.6  t=0.69s
  round   3/50: acc=0.9302  f1m=0.9302  uplink_kB=52.6  t=0.66s
  round   4/50: acc=0.9321  f1m=0.9321  uplink_kB=52.6  t=0.61s
  round   5/50: acc=0.9334  f1m=0.9334  uplink_kB=52.6  t=0.62s
  round   6/50: acc=0.9407  f1m=0.9407  uplink_kB=52.6  t=0.68s
  round   7/50: acc=0.9510  f1m=0.9510  uplink_kB=52.6  t=0.64s
  round   8/50: acc=0.9616  f1m=0.9616  uplink_kB=52.6  t=0.67s
  round   9/50: acc=0.9682  f1m=0.9682  uplink_kB=52.6  t=0.71s
  round  10/50: acc=0.9694  f1m=0.9694  uplink_kB=52.6  t=0.65s
  round  11/50: acc=0.9700  f1m=0.9699  uplink_kB=52.6  t=0.66s
  round  12/50: acc=0.9702  f1m=0.9702  uplink_kB=52.6  t=0.67s
  round  13/50: acc=0.9701  f1m=0.9701  uplink_kB=52.6  t=0.62s
  round  14/50: acc=0.9702  f1m=0.9702  uplink_kB=52.6  t=0.65s
  round  15/50: acc=0.9703  f1m=0.9703  uplink_kB=52.6  t=0.68s
  round  16/50: acc=0.9703  f1m=0.9703  uplink_kB=52.6  t=0.67s
  round  17/50: acc=0.9702  f1m=0.9702  uplink_kB=52.6  t=0.68s
  round  18/50: acc=0.9703  f1m=0.9703  uplink_kB=52.6  t=0.64s
  round  19/50: acc=0.9724  f1m=0.9724  uplink_kB=52.6  t=0.63s
  round  20/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.62s
  round  21/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.74s
  round  22/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.68s
  round  23/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.66s
  round  24/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.64s
  round  25/50: acc=0.9733  f1m=0.9733  uplink_kB=52.6  t=0.67s
  round  26/50: acc=0.9734  f1m=0.9734  uplink_kB=52.6  t=0.59s
  round  27/50: acc=0.9733  f1m=0.9733  uplink_kB=52.6  t=0.63s
  round  28/50: acc=0.9733  f1m=0.9733  uplink_kB=52.6  t=0.64s
  round  29/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.64s
  round  30/50: acc=0.9742  f1m=0.9742  uplink_kB=52.6  t=0.63s
  round  31/50: acc=0.9743  f1m=0.9742  uplink_kB=52.6  t=0.64s
  round  32/50: acc=0.9743  f1m=0.9742  uplink_kB=52.6  t=0.64s
  round  33/50: acc=0.9743  f1m=0.9742  uplink_kB=52.6  t=0.61s
  round  34/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.64s
  round  35/50: acc=0.9743  f1m=0.9742  uplink_kB=52.6  t=0.64s
  round  36/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.63s
  round  37/50: acc=0.9742  f1m=0.9742  uplink_kB=52.6  t=0.70s
  round  38/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.69s
  round  39/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.63s
  round  40/50: acc=0.9744  f1m=0.9744  uplink_kB=52.6  t=0.64s
  round  41/50: acc=0.9745  f1m=0.9745  uplink_kB=52.6  t=0.64s
  round  42/50: acc=0.9742  f1m=0.9742  uplink_kB=52.6  t=0.66s
  round  43/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.65s
  round  44/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.68s
  round  45/50: acc=0.9741  f1m=0.9740  uplink_kB=52.6  t=0.63s
  round  46/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.63s
  round  47/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.66s
  round  48/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.69s
  round  49/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.70s
  round  50/50: acc=0.9741  f1m=0.9741  uplink_kB=52.6  t=0.59s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p001__dir0.1__seed42/metrics.json  final_acc=0.9741
