[run] device=cpu  seed=108  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p003__dir0.1__seed108
[run] model=kan  params=3,280
  round   1/50: acc=0.5031  f1m=0.3410  uplink_kB=150.2  t=2.56s
  round   2/50: acc=0.5036  f1m=0.3414  uplink_kB=150.2  t=1.93s
  round   3/50: acc=0.5595  f1m=0.4539  uplink_kB=150.2  t=1.91s
  round   4/50: acc=0.7419  f1m=0.7243  uplink_kB=150.2  t=1.98s
  round   5/50: acc=0.8630  f1m=0.8616  uplink_kB=150.2  t=1.90s
  round   6/50: acc=0.9142  f1m=0.9140  uplink_kB=150.2  t=1.93s
  round   7/50: acc=0.9141  f1m=0.9140  uplink_kB=150.2  t=1.93s
  round   8/50: acc=0.9140  f1m=0.9138  uplink_kB=150.2  t=1.97s
  round   9/50: acc=0.9139  f1m=0.9138  uplink_kB=150.2  t=1.97s
  round  10/50: acc=0.9138  f1m=0.9137  uplink_kB=150.2  t=1.91s
  round  11/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.92s
  round  12/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.93s
  round  13/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.95s
  round  14/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.94s
  round  15/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.89s
  round  16/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.92s
  round  17/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.94s
  round  18/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.91s
  round  19/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.92s
  round  20/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.85s
  round  21/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.94s
  round  22/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.92s
  round  23/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.91s
  round  24/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.93s
  round  25/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.92s
  round  26/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.91s
  round  27/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.89s
  round  28/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.80s
  round  29/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.90s
  round  30/50: acc=0.9138  f1m=0.9136  uplink_kB=150.2  t=1.95s
  round  31/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.97s
  round  32/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.93s
  round  33/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.87s
  round  34/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.94s
  round  35/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.86s
  round  36/50: acc=0.9135  f1m=0.9133  uplink_kB=150.2  t=1.95s
  round  37/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.91s
  round  38/50: acc=0.9136  f1m=0.9134  uplink_kB=150.2  t=1.91s
  round  39/50: acc=0.9137  f1m=0.9135  uplink_kB=150.2  t=1.94s
  round  40/50: acc=0.9183  f1m=0.9182  uplink_kB=150.2  t=1.93s
  round  41/50: acc=0.9137  f1m=0.9136  uplink_kB=150.2  t=1.96s
  round  42/50: acc=0.9180  f1m=0.9179  uplink_kB=150.2  t=1.86s
  round  43/50: acc=0.9179  f1m=0.9178  uplink_kB=150.2  t=1.92s
  round  44/50: acc=0.9182  f1m=0.9181  uplink_kB=150.2  t=1.89s
  round  45/50: acc=0.9183  f1m=0.9182  uplink_kB=150.2  t=1.87s
  round  46/50: acc=0.9185  f1m=0.9184  uplink_kB=150.2  t=1.94s
  round  47/50: acc=0.9183  f1m=0.9181  uplink_kB=150.2  t=1.91s
  round  48/50: acc=0.9197  f1m=0.9196  uplink_kB=150.2  t=1.83s
  round  49/50: acc=0.9204  f1m=0.9204  uplink_kB=150.2  t=1.80s
  round  50/50: acc=0.9205  f1m=0.9205  uplink_kB=150.2  t=2.11s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan8_lr0p003__dir0.1__seed108/metrics.json  final_acc=0.9205
