[run] device=cpu  seed=43  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan16_lr0p0003__dir0.1__seed43
[run] model=kan  params=6,560
  round   1/50: acc=0.6331  f1m=0.5968  uplink_kB=282.0  t=2.39s
  round   2/50: acc=0.5762  f1m=0.4881  uplink_kB=282.0  t=1.95s
  round   3/50: acc=0.5110  f1m=0.3581  uplink_kB=282.0  t=1.98s
  round   4/50: acc=0.5066  f1m=0.3480  uplink_kB=282.0  t=1.99s
  round   5/50: acc=0.5065  f1m=0.3477  uplink_kB=282.0  t=1.91s
  round   6/50: acc=0.5182  f1m=0.3726  uplink_kB=282.0  t=1.93s
  round   7/50: acc=0.5741  f1m=0.4801  uplink_kB=282.0  t=2.06s
  round   8/50: acc=0.6895  f1m=0.6568  uplink_kB=282.0  t=2.03s
  round   9/50: acc=0.7835  f1m=0.7734  uplink_kB=282.0  t=1.96s
  round  10/50: acc=0.8434  f1m=0.8404  uplink_kB=282.0  t=1.92s
  round  11/50: acc=0.9159  f1m=0.9157  uplink_kB=282.0  t=1.93s
  round  12/50: acc=0.9143  f1m=0.9141  uplink_kB=282.0  t=1.89s
  round  13/50: acc=0.9142  f1m=0.9140  uplink_kB=282.0  t=1.96s
  round  14/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.99s
  round  15/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=2.01s
  round  16/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.93s
  round  17/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.91s
  round  18/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.92s
  round  19/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.89s
  round  20/50: acc=0.9140  f1m=0.9139  uplink_kB=282.0  t=1.87s
  round  21/50: acc=0.9140  f1m=0.9139  uplink_kB=282.0  t=2.18s
  round  22/50: acc=0.9140  f1m=0.9139  uplink_kB=282.0  t=1.80s
  round  23/50: acc=0.9140  f1m=0.9138  uplink_kB=282.0  t=1.89s
  round  24/50: acc=0.9139  f1m=0.9138  uplink_kB=282.0  t=1.88s
  round  25/50: acc=0.9139  f1m=0.9138  uplink_kB=282.0  t=1.92s
  round  26/50: acc=0.9139  f1m=0.9137  uplink_kB=282.0  t=1.95s
  round  27/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=1.94s
  round  28/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=1.94s
  round  29/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=1.89s
  round  30/50: acc=0.9139  f1m=0.9137  uplink_kB=282.0  t=1.96s
  round  31/50: acc=0.9139  f1m=0.9137  uplink_kB=282.0  t=2.08s
  round  32/50: acc=0.9139  f1m=0.9137  uplink_kB=282.0  t=1.98s
  round  33/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=2.02s
  round  34/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=2.08s
  round  35/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=1.99s
  round  36/50: acc=0.9139  f1m=0.9138  uplink_kB=282.0  t=2.03s
  round  37/50: acc=0.9139  f1m=0.9138  uplink_kB=282.0  t=1.91s
  round  38/50: acc=0.9141  f1m=0.9139  uplink_kB=282.0  t=1.89s
  round  39/50: acc=0.9141  f1m=0.9140  uplink_kB=282.0  t=1.95s
  round  40/50: acc=0.9140  f1m=0.9139  uplink_kB=282.0  t=1.90s
  round  41/50: acc=0.9140  f1m=0.9138  uplink_kB=282.0  t=1.89s
  round  42/50: acc=0.9128  f1m=0.9126  uplink_kB=282.0  t=1.88s
  round  43/50: acc=0.9132  f1m=0.9130  uplink_kB=282.0  t=1.86s
  round  44/50: acc=0.9181  f1m=0.9180  uplink_kB=282.0  t=1.88s
  round  45/50: acc=0.9181  f1m=0.9180  uplink_kB=282.0  t=1.89s
  round  46/50: acc=0.9175  f1m=0.9174  uplink_kB=282.0  t=1.91s
  round  47/50: acc=0.9202  f1m=0.9201  uplink_kB=282.0  t=1.89s
  round  48/50: acc=0.9214  f1m=0.9213  uplink_kB=282.0  t=1.89s
  round  49/50: acc=0.9201  f1m=0.9200  uplink_kB=282.0  t=1.82s
  round  50/50: acc=0.9138  f1m=0.9137  uplink_kB=282.0  t=1.88s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_cseciic/lrsweep_kan16_lr0p0003__dir0.1__seed43/metrics.json  final_acc=0.9138
