run_id,exp,model,variant,mode,partition,alpha,seed,n_params,rounds,final_accuracy,final_f1_macro,final_f1_weighted,best_accuracy,bytes_per_round_uplink_per_client,total_uplink_bytes
e1_botiot_multiclass_mlp_h32__iid__seed2026,e1_botiot_multiclass_mlp_h32,mlp,mlp_h32,multiclass,iid,,2026,1445,50,0.929639423671008,0.9328866759924903,0.9299967966266217,0.9298124212243284,5780,2890000
e1_botiot_multiclass_mlp_h32__iid__seed42,e1_botiot_multiclass_mlp_h32,mlp,mlp_h32,multiclass,iid,,42,1445,50,0.9298865630328943,0.9327456678007117,0.930254390184504,0.9299112769690828,5780,2890000
e1_botiot_multiclass_mlp_h80__dir0.1__seed11,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,11,3605,50,0.847688011269555,0.6801890058894554,0.8405073843875336,0.8670390233052419,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed17,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,17,3605,50,0.9621135358228505,0.7741119218886913,0.95656763202023,0.9633986605046586,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed2024,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,2024,3605,50,0.7147270345747967,0.7046920580306776,0.6565612971341884,0.7164075822356226,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed2026,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,2026,3605,50,0.9023552381187752,0.7264736043684297,0.8977011150537895,0.9143167832340657,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed23,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,23,3605,50,0.7727059288732917,0.7385275542180264,0.7042298847309056,0.7874601487778958,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed29,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,29,3605,50,0.8624916590465364,0.6913568699319564,0.8543074783530095,0.8646664854311347,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed31,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,31,3605,50,0.8974865926896177,0.8989548133894637,0.8959144919033823,0.90030398141512,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed37,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,37,3605,50,0.8092825544324445,0.6347604239969403,0.7843714306859851,0.8110125299656477,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed42,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,42,3605,50,0.916615179299607,0.7380789461324044,0.9120417988438875,0.9185675802585078,14420,7210000
e1_botiot_multiclass_mlp_h80__dir0.1__seed43,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,0.1,43,3605,50,0.9234115117514766,0.7434761236018826,0.9187110738228539,0.9234115117514766,14420,7210000
e1_botiot_multiclass_mlp_h80__dir1.0__seed2024,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,1.0,2024,3605,50,0.9343844994192225,0.9368273760720461,0.9345015859807314,0.9360156192076712,14420,7210000
e1_botiot_multiclass_mlp_h80__dir1.0__seed2026,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,1.0,2026,3605,50,0.9307762647356844,0.9339298771443568,0.9311044832981995,0.9330746608012258,14420,7210000
e1_botiot_multiclass_mlp_h80__dir1.0__seed42,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,dirichlet,1.0,42,3605,50,0.9306279811185527,0.9347808485462904,0.9310170966753556,0.9306526950547414,14420,7210000
e1_botiot_multiclass_mlp_h80__iid__seed2024,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,iid,,2024,3605,50,0.9400934186787929,0.9420181382476663,0.9402358711721932,0.9400934186787929,14420,7210000
e1_botiot_multiclass_mlp_h80__iid__seed2026,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,iid,,2026,3605,50,0.9381657316560809,0.9396163944082705,0.9383560620900875,0.9381657316560809,14420,7210000
e1_botiot_multiclass_mlp_h80__iid__seed42,e1_botiot_multiclass_mlp_h80,mlp,mlp_h80,multiclass,iid,,42,3605,50,0.9307268368633073,0.9353328856074986,0.9311002458672812,0.9307268368633073,14420,7210000
e1_mini_botiot_kan_binary__dir0.1__seed2024,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,0.1,2024,3280,50,0.9125599861236918,0.9123952550447255,0.9124035282055802,0.914410160541176,15376,7688000
e1_mini_botiot_kan_binary__dir0.1__seed2026,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,0.1,2026,3280,50,0.9650394125696224,0.9650119001224642,0.9650097634169462,0.9667546784358317,15376,7688000
e1_mini_botiot_kan_binary__dir0.1__seed42,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,0.1,42,3280,50,0.9966851041686743,0.9966851041083421,0.9966851050822755,0.9973018289745023,15376,7688000
e1_mini_botiot_kan_binary__dir1.0__seed2024,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,1.0,2024,3280,50,0.9963189238152138,0.9963189228909319,0.9963189188738603,0.9964538323664888,15376,7688000
e1_mini_botiot_kan_binary__dir1.0__seed2026,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,1.0,2026,3280,50,0.9973018289745023,0.9973018288051313,0.9973018302773563,0.9973018289745023,15376,7688000
e1_mini_botiot_kan_binary__dir1.0__seed42,e1_mini_botiot_kan_binary,kan,kan_h8,binary,dirichlet,1.0,42,3280,50,0.9971669204232274,0.9971669201538373,0.997166922056405,0.9971669204232274,15376,7688000
e1_mini_botiot_kan_binary__iid__seed2024,e1_mini_botiot_kan_binary,kan,kan_h8,binary,iid,,2024,3280,50,0.9755815522192457,0.9755712412691044,0.9755701482696991,0.9759862778730704,15376,7688000
e1_mini_botiot_kan_binary__iid__seed2026,e1_mini_botiot_kan_binary,kan,kan_h8,binary,iid,,2026,3280,50,0.9755622795690635,0.9755510704664765,0.9755499303867354,0.9756971881203385,15376,7688000
e1_mini_botiot_kan_binary__iid__seed42,e1_mini_botiot_kan_binary,kan,kan_h8,binary,iid,,42,3280,50,0.9746757376606857,0.9746645365463202,0.9746633763942366,0.9746757376606857,15376,7688000
e1_mini_botiot_mlp_binary__dir0.1__seed2024,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,0.1,2024,1346,50,0.8096440341511362,0.8024222542618775,0.8025045184884387,0.8895098965058685,5384,2692000
e1_mini_botiot_mlp_binary__dir0.1__seed2026,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,0.1,2026,1346,50,0.6044095823616705,0.5351923108547162,0.5348016824933175,0.66585079114229,5384,2692000
e1_mini_botiot_mlp_binary__dir0.1__seed42,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,0.1,42,1346,50,0.9977836452290555,0.9977836444881465,0.9977836472789033,0.9979956443810588,5384,2692000
e1_mini_botiot_mlp_binary__dir1.0__seed2024,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,1.0,2024,1346,50,0.9972054657235917,0.9972054633320653,0.9972054689621169,0.9972825563243202,5384,2692000
e1_mini_botiot_mlp_binary__dir1.0__seed2026,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,1.0,2026,1346,50,0.9972054657235917,0.9972054647894022,0.9972054683081826,0.9972054657235917,5384,2692000
e1_mini_botiot_mlp_binary__dir1.0__seed42,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,dirichlet,1.0,42,1346,50,0.99755237342687,0.9975523729868488,0.9975523752469571,0.9975716460770521,5384,2692000
e1_mini_botiot_mlp_binary__iid__seed2024,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,iid,,2024,1346,50,0.9968200127199491,0.9968200113545291,0.9968200158925429,0.9969934665715883,5384,2692000
e1_mini_botiot_mlp_binary__iid__seed2026,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,iid,,2026,1346,50,0.9761982770250737,0.9761881129875185,0.9761870415917688,0.9761982770250737,5384,2692000
e1_mini_botiot_mlp_binary__iid__seed42,e1_mini_botiot_mlp_binary,mlp,mlp_h32,binary,iid,,42,1346,50,0.9970705571723167,0.9970705562572263,0.9970705598229237,0.9970898298224989,5384,2692000
